"filename", "language", "JSON", "Markdown", "YAML", "JavaScript", "Python", "pip requirements", "XML", "Vue", "CSS", "SCSS", "HTML", "JSON with Comments", "comment", "blank", "total"
"d:\LLMProjects\Kura-AI\web\src\layout\components\header\components\ThemeMode.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"d:\LLMProjects\Kura-AI\web\src\layout\components\header\components\UserAvatar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"d:\LLMProjects\Kura-AI\web\src\layout\components\header\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 1, 9, 86
"d:\LLMProjects\Kura-AI\web\src\layout\components\sidebar\SidebarAgentBlock.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 305, 0, 0, 0, 0, 1, 42, 348
"d:\LLMProjects\Kura-AI\web\src\layout\components\sidebar\SidebarRecentConversations.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 576, 0, 0, 0, 0, 6, 59, 641
"d:\LLMProjects\Kura-AI\web\src\layout\components\sidebar\components\SideLogo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 3, 25
"d:\LLMProjects\Kura-AI\web\src\layout\components\sidebar\components\SideMenu.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 2, 17, 139
"d:\LLMProjects\Kura-AI\web\src\layout\components\sidebar\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 4, 13, 97
"d:\LLMProjects\Kura-AI\web\src\layout\components\tags\ContextMenu.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 1, 9, 124
"d:\LLMProjects\Kura-AI\web\src\layout\components\tags\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 1, 10, 102
"d:\LLMProjects\Kura-AI\web\src\layout\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 8, 10, 103
"d:\LLMProjects\Kura-AI\web\src\main.js", "JavaScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 33
"d:\LLMProjects\Kura-AI\web\src\router\guard\auth-guard.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20
"d:\LLMProjects\Kura-AI\web\src\router\guard\index.js", "JavaScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\LLMProjects\Kura-AI\web\src\router\guard\page-loading-guard.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\LLMProjects\Kura-AI\web\src\router\guard\page-title-guard.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\LLMProjects\Kura-AI\web\src\router\index.js", "JavaScript", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 68
"d:\LLMProjects\Kura-AI\web\src\router\routes\index.js", "JavaScript", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 198
"d:\LLMProjects\Kura-AI\web\src\store\index.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\LLMProjects\Kura-AI\web\src\store\modules\agent-chat-header\index.js", "JavaScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 39
"d:\LLMProjects\Kura-AI\web\src\store\modules\agent-sidebar\index.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 14
"d:\LLMProjects\Kura-AI\web\src\store\modules\app\index.js", "JavaScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 61
"d:\LLMProjects\Kura-AI\web\src\store\modules\index.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\LLMProjects\Kura-AI\web\src\store\modules\permission\index.js", "JavaScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 96
"d:\LLMProjects\Kura-AI\web\src\store\modules\recent-agents\index.js", "JavaScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 42
"d:\LLMProjects\Kura-AI\web\src\store\modules\tags\helpers.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"d:\LLMProjects\Kura-AI\web\src\store\modules\tags\index.js", "JavaScript", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71
"d:\LLMProjects\Kura-AI\web\src\store\modules\user\index.js", "JavaScript", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 72
"d:\LLMProjects\Kura-AI\web\src\styles\global.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 2, 8, 87
"d:\LLMProjects\Kura-AI\web\src\styles\reset.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 6, 36
"d:\LLMProjects\Kura-AI\web\src\utils\agentChatMarkdown.js", "JavaScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 35
"d:\LLMProjects\Kura-AI\web\src\utils\auth\auth.js", "JavaScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\LLMProjects\Kura-AI\web\src\utils\auth\index.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\LLMProjects\Kura-AI\web\src\utils\auth\token.js", "JavaScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 32
"d:\LLMProjects\Kura-AI\web\src\utils\common\common.js", "JavaScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 29, 6, 77
"d:\LLMProjects\Kura-AI\web\src\utils\common\icon.js", "JavaScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\LLMProjects\Kura-AI\web\src\utils\common\index.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\LLMProjects\Kura-AI\web\src\utils\common\is.js", "JavaScript", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 12, 28, 120
"d:\LLMProjects\Kura-AI\web\src\utils\common\naiveTools.js", "JavaScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 80
"d:\LLMProjects\Kura-AI\web\src\utils\common\useResize.js", "JavaScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\LLMProjects\Kura-AI\web\src\utils\http\helpers.js", "JavaScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"d:\LLMProjects\Kura-AI\web\src\utils\http\index.js", "JavaScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\LLMProjects\Kura-AI\web\src\utils\http\interceptors.js", "JavaScript", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 60
"d:\LLMProjects\Kura-AI\web\src\utils\index.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\LLMProjects\Kura-AI\web\src\utils\storage\index.js", "JavaScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"d:\LLMProjects\Kura-AI\web\src\utils\storage\storage.js", "JavaScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 56
"d:\LLMProjects\Kura-AI\web\src\views\agent-chat\ChatAttachmentItem.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 24, 203
"d:\LLMProjects\Kura-AI\web\src\views\agent-chat\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 2203, 0, 0, 0, 0, 35, 265, 2503
"d:\LLMProjects\Kura-AI\web\src\views\agent-hub\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 0, 38, 365
"d:\LLMProjects\Kura-AI\web\src\views\agents\components\AgentAvatarCropModal.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 1, 36, 303
"d:\LLMProjects\Kura-AI\web\src\views\agents\components\AgentFormFields.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 0, 38, 412
"d:\LLMProjects\Kura-AI\web\src\views\agents\composables\agentFormCommon.js", "JavaScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 51
"d:\LLMProjects\Kura-AI\web\src\views\agents\create\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 3, 27, 334
"d:\LLMProjects\Kura-AI\web\src\views\agents\edit\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 20, 230
"d:\LLMProjects\Kura-AI\web\src\views\agents\knowledge-base\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 13, 195
"d:\LLMProjects\Kura-AI\web\src\views\error-page\401.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"d:\LLMProjects\Kura-AI\web\src\views\error-page\403.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"d:\LLMProjects\Kura-AI\web\src\views\error-page\404.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"d:\LLMProjects\Kura-AI\web\src\views\error-page\500.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"d:\LLMProjects\Kura-AI\web\src\views\login\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 11, 122
"d:\LLMProjects\Kura-AI\web\src\views\profile\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 2, 8, 244
"d:\LLMProjects\Kura-AI\web\src\views\register\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 9, 130
"d:\LLMProjects\Kura-AI\web\src\views\system\api\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 1, 12, 269
"d:\LLMProjects\Kura-AI\web\src\views\system\auditlog\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 2, 19, 286
"d:\LLMProjects\Kura-AI\web\src\views\system\dept\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 1, 13, 218
"d:\LLMProjects\Kura-AI\web\src\views\system\menu\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 0, 5, 16, 361
"d:\LLMProjects\Kura-AI\web\src\views\system\role\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 0, 3, 20, 363
"d:\LLMProjects\Kura-AI\web\src\views\system\user\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 478, 0, 0, 0, 0, 3, 15, 496
"d:\LLMProjects\Kura-AI\web\src\views\workbench\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 24
"d:\LLMProjects\Kura-AI\web\unocss.config.js", "JavaScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 61
"d:\LLMProjects\Kura-AI\web\vite.config.js", "JavaScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"Total", "-", 562, 166, 4434, 1909, 10531, 331, 18, 9307, 112, 77, 32, 14, 829, 4395, 32717
